Other Tested Drug,Other Tested Drug: Mechanism Of Action,reached_phase_3_plus,Other Tested Drug: Target,Treatment Plan,Protocol/Trial ID,Prior/Concurrent Therapy,Other Tested Drug: Therapeutic Class,Primary Tested Drug: Target,Trial.ID,Primary Tested Drug,Primary.Tested.Drug.Mechanism.Of.Action,Primary Tested Drug: Therapeutic Class,Trial Phase
,,1,,"Number of arms: 1 Arm 1: Experimental: Drug - pimavanserin Pimavanserin 34 mg is provided as 2×17 mg tablets as single dose, once daily by mouth. Dose adjustments of pimavanserin down to 20 mg (provided as 2×10 mg tablets as a single dose, once daily by mouth) and up to 34 mg are permitted based on Investigator assessment of clinical response. Assigned intervention: Drug: Pimavanserin Pimavanserin 34 mg is provided as 2×17 mg tablets as single dose, once daily by mouth. Dose adjustments of pimavanserin down to 20 mg (provided as 2×10 mg tablets as a single dose, once daily by mouth) and up to 34 mg are permitted based on Investigator assessment of clinical response.",ACP-103-047 EudraCT Number: 2017-004439-36 NCT03623321 TrialTroveID-330120,,,5-hydroxytryptamine receptor 2A,330120,pimavanserin tartrate (Tablet),5 Hydroxytryptamine 2A receptor antagonist,Antidepressant; Antipsychotic; Cognition enhancer; Hypnotic/Sedative; Neurological,Iii
,,0,,"Number of Arms: 2 Arm 1: Experimental: Group 1 Pimozide 2 mg (current) or 4 mg/day (study initiation) Pimozide will be initiated at 2 mg once daily. The maximum dose will then be administered for a target period of 22 weeks. Assigned Intervention: Drug: Pimozide 2mg/day (current) or 4 mg/day (study initiation) Pimozide 2mg tablets will be taken once daily. Arm 2: Placebo Comparator: Group 2 Placebo Placebo tablets will be utilized and administered in an identical manner for subjects in Group 1 Assigned Intervention: Drug: Placebo Oral Tablet Identical matching placebo lactose tablets There are two parts to this study. Treatment Phase: In the first part of this study, 100 people from several Canadian centres with ALS who have provided their consent will be randomly assigned into one of 2 groups. The first group will receive a dose of up to 2mg of Pimozide per day and the second group will receive placebo (lactose tablets). Subjects will be assigned randomly (like by a flip of a coin) to receive either Pimozide 2 mg per day or placebo tablets. There will be a fifty-fifty chance of receiving Pimozide or placebo. Observational Phase: The second part of this study is optional. It is each subject's decision whether to participate only in the first part of this study, or in both parts of the study, or not at all. In the second part of this study, the Canadian Neuromuscular Disease Registry (CNDR) will collect data on overall ALS progression using the Revised ALS Functional Rating Scale (ALSFRS-R) and breathing using Vital Capacity data collected during breathing tests.",NCT03272503 Pimozide2 Pimozide2_ALS-002 TrialTroveID-308441,,,dopamine receptor D2,308441,pimozide,Dopamine D2 receptor antagonist; Opioid receptor antagonist,Antipsychotic,Ii
,,0,,"Number of arms:3 Arm1: Experimental: Group 1 Pimozide (2mg per day) Assigned Interventions : Drug: Pimozide 2 mg per day Pimozide will be initiated at 1 mg twice daily and maintained on 2mg/day for 50 days. End of study dose reduction will begin following the Final Outcome Measure Visit (Day 65). Pimozide will then be stopped. Arm2: Experimental: Group 2 Pimozide (4mg per day) Pimozide will be initiated at 1 mg twice daily then increased by 1mg twice daily every five days to 4 mg/day) for 45 days. End of study dose reduction will begin following the Final Outcome Measure Visit (Day 65). Pimozide will be titrated by reducing the dose by 1 mg twice daily every day to full discontinuation (over 2 days). Assigned Interventions : Drug: Pimozide 4 mg per day Arm3: Placebo Comparator: Group 3 Placebo (Lactose tablet) Placebo tablets will be utilized and administered in an identical manner for subjects in Group 3 Assigned Interventions : Drug: Placebo (Lactose tablet) The acute therapy study duration for each subject is around 11 weeks. The follow up study duration through the CNDR is up to 5 years. Randomization: Subjects will be block randomized with a block size of five subjects. Within each block one subject will be randomly assigned to placebo with the remaining four subjects randomized to the treatment groups. Study physicians will be blinded to patient randomization status. Randomization will occur with a 4:1 ratio of study drug (20 subjects) to placebo (5 subjects). After administration of maximum dose for 45-50 days, subjects will taper the allocated treatment or placebo. Randomization will occur via permuted block randomization and study personnel will be blinded to the randomization at all times allowing full concealment.",NCT02463825 PIMOZIDE_ALS-001 REB14-0617 TrialTroveID-259065,,,dopamine receptor D2,259065,pimozide,Dopamine D2 receptor antagonist; Opioid receptor antagonist,Antipsychotic,Ii
riluzole,Dopamine receptor agonist; Glutamate antagonist; Voltage-gated sodium channel antagonist,0,sodium voltage-gated channel alpha subunit 5,"Patients receive placebo with 45 mg pioglitazone as add-on therapy to 100 mg riluzole. The duration of treatment will be 18 months. Number of arms: 2 Arm 1: Active Comparator Assigned Interventions: Drug: pioglitazone 45 mg/day, 18 months. Arm 2: Placebo Comparator Assigned Interventions: Drug: placebo once daily, 18 months. During the study, six visits to the clinic provides. The two treatment groups were 100 mg riluzole plus 45 mg pioglitazone (pioglitazone group), and 100 mg riluzole plus placebo (placebo group). After inclusion, patients underwent a four-week screening phase, and a treatment phase (18 months). The dosage was increased stepwise: 15 mg once daily (od) during the first two weeks, 30 mg od during week three and four and 45 mg od from week five.",EudraCT Number: 2006-005410-13 FARM7MFFEB GERP ALS NCT00690118 TrialTroveID-091599,,Antiparkinsonian; Antipsychotic; Neuroprotective,peroxisome proliferator activated receptor gamma,91599,pioglitazone hydrochloride,Peroxisome proliferator-activated receptor gamma agonist; Insulin sensitizer; Thiazolidinedione,Antidiabetic; Hepatoprotective; Symptomatic antidiabetic; Hypolipaemic/Antiatherosclerotic; Cognition enhancer,Ii
,,0,,Participants were divided into two groups and test food containing 0.5mg or 1.0mg Scallop-derived PLASMALOGEN were administered to each group for 3 months. Changes of MMSE were observed and caregivers’ evaluations were taken.,TrialTroveID-313547 UMIN000016008,,,,313547,plasmalogen,,Anorectic/Antiobesity; Nutritional supplement; Cognition enhancer,Ii
,,0,,"Number of arms: 1 Plasminogen is a protein being studied as a potential treatment for Amyotrophic lateral sclerosis (ALS), a serious neurodegenerative disease that affects motor neurons and leads to severe disability and eventually death. Currently, there are only a few FDA-approved drugs to treat ALS, but they do not have a significant impact on survival or disease progression. Therefore, researchers are looking for new and effective ways to treat ALS. The study was conducted by clinical doctors or nursing staff with more than 5 years of clinical work experience. They administered the treatment face-to-face, either at the patient's home or at the Beijing Chang’an Chinese and Western Integrated Medicine Hospital. The study was an open-label, one-arm, and non-randomized study. The treatment duration was 72 weeks. The treatment was given through intravenous injection, at a dose of 50-200 mg each time, 1 time per 1-3 days, two weeks as one treatment course, and 2 weeks intervals between courses. Sometimes, the intravenous injection was combined with atomization inhalation, which was administered once a day, 10 mg each time, beginning on the third day of treatment. The patients' clinical symptoms of ALS were measured using the Revised Amyotrophic Lateral Sclerosis Functional Rating (ALSFRS-R) by trained clinical evaluators.",CA-18-08 ISRCTN13974483 TrialTroveID-464630,,,,464630,plasmin,Unidentified pharmacological activity,"Antithrombotic, fibrinolytic",I
"ribavirin (capsule), Roche",Inosine monophosphate dehydrogenase inhibitor,0,Unspecified,Patients are given Pleconaril 200mg milligram(s) hard capsules and Ribavirin 200mg milligrams.,APOCT-001 EudraCT Number: 2012-002099-15 TrialTroveID-217137,,"Antiviral, other",Unspecified,217137,"pleconaril, Apodemus",Unidentified pharmacological activity,"Antiviral, other; Reformulation, oral, other; Cognition enhancer; Neuroprotective",Ii
,,0,,Subjects will be treated with PRCN-829.,TrialTroveID-211260,,,complement factor H; TAR DNA binding protein,211260,PRCN-829,Complement factor H stimulant; TDP-43 inhibitor,Gene therapy; Neuroprotective,I
probiotic therapy,Microbiome modulator,0,,"Number of arms:2 Arm:1 Subjects receive Probiotic + fiber These subjects will be given a passive symbiotic preparation again consisting of two sticks of 1500mg each to be taken once a day: Purple Sachet - Prebiotic - Composed of 500mg acacia fiber (Fibregum®) with high prebiotic activity and 500mg mai starch. Excipients and flavorings. White Sachet - Probiotic - 30 Billion bacterial strains Lactobacillus plantarum LP (PBS067- EU Collection DSM 24937), Lactobacillus acidophilus L. Arm:2 Subjects receive Probiotic + Prebiotic These subjects will be given an active symbiotic preparation consisting of two differently colored sticks of 1500mg each to be taken once a day: Purple Sachet - Active Prebiotic - 500 mg of Fibregum®, a slow-fermenting prebiotic fiber and 500 mg of standardized extract of pigmented Zea Mays L fruit, rich in anthocyanins and polyphenols. Excipients and flavorings. White Sachet - Probiotic - 30 Billion Bacterial Strains Lactobacillus plantarum LP (PBS067- EU Collection DSM 24937), Lactobacillus acidophilus LA (PBS066 - EU Collection DSM 24936) and Bifidobacterium animalis subsp. lactis BL (BL050 - Eu Collection DSM 25566).",NCT06005506 NM102_SPATIALS3 sPATIALS3 TrialTroveID-482616,,Nutritional supplement,,482616,prebiotic therapy,Microbiome modulator,Nutritional supplement,Ii
,,0,,"A 15-month study. Number of Arm: 1 Arm 1: Experimental: Immunosuppression Regimen Basiliximab Methylprednisolone Prednisone Tacrolimus Mycophenolate mofetil Assigned Interventions: Drug: Basiliximab 20 mg, IV (in the vein) on day 1 and 4. Other Name: Simulect Drug: Methylprednisolone 125 mg, IV (in the vein) on day 1. Other Name: Solumedrol Drug: Prednisone 60 mg PO (by mouth) on days 2-7, 40 mg PO days 8-14, 20 mg PO days 15-21, and 10mg PO days 22-28. Drug: Tacrolimus 1-5 mg PO, BID (twice a day) days 2-180. Other Name: Prograf Drug: Mycophenolate mofetil 500 mg PO, BID days 2-7, 500 mg PO each morning and 1000 mg each night, days 8-14, 1000 mg PO BID days 15-180. Other Name: Cellcept",2013P000981 NCT01884571 NIP-ALS-2013 NIPALS2013 TrialTroveID-188964,,,inosine monophosphate dehydrogenase 1 FKBP prolyl isomerase 1A interleukin 2 receptor subunit alpha,188964,"prednisone mycophenolate mofetil (tablet) tacrolimus (capsule) basiliximab methylprednisolone (IV), unspecified",Immunosuppressant; Corticosteroid agonist Immunosuppressant; Inosine monophosphate dehydrogenase inhibitor Immunosuppressant; Calcineurin inhibitor; T cell inhibitor Interleukin 2 receptor alpha antagonist; Immunosuppressant Arachidonic acid inhibitor; Glucocorticoid agonist,"Immunosuppressant; Anti-inflammatory GI inflammatory/bowel disorders; Immunomodulator, anti-infective; Anticancer, other; Antipruritic/inflamm, non-allergic; Dermatological; Urological; Immunological, unspecified; Immunosuppressant; Antiarthritic, other; Musculoskeletal; Antiasthma GI inflammatory/bowel disorders; Antipruritic/inflamm, allergic; Urological; Immunosuppressant; Anti-inflammatory; Antiarthritic, immunological; Musculoskeletal; Neuroprotective; Ophthalmological, other GI inflammatory/bowel disorders; Monoclonal antibody, chimaeric; Immunosuppressant; Ophthalmological, other Anticancer, other",Ii
,,1,,Patients will receive Pridopidine,TrialTroveID-513721,,,sigma non-opioid intracellular receptor 1,513721,pridopidine,Sigma 1 receptor agonist,"Metabolic and enzyme disorders; Antiparkinsonian; Antipsychotic; Cognition enhancer; Neurological; Neuroprotective; Psychostimulant; Ophthalmological, other",Iii
,,1,,Intervention Details: Drug: Pridopidine Pridopidine 45 mg once daily p.o. (or via feeding tube) over a 2-week up-titration period; followed by pridopidine 45 mg twice daily p.o. (or via feeding tube) for the remainder of the treatment period (through Week 104),EAP 2 NCT06069934 PL101-ALS501 TrialTroveID-487837,,,sigma non-opioid intracellular receptor 1,487837,pridopidine,Sigma 1 receptor agonist,"Metabolic and enzyme disorders; Antiparkinsonian; Antipsychotic; Cognition enhancer; Neurological; Neuroprotective; Psychostimulant; Ophthalmological, other",Iv
,,1,,Number of arms 2: Arm 1: Experimental: Pridopidine Pridopidine is administered orally twice daily for 24 weeks. Intervention/treatment: Drug: Pridopidine Administration: Oral Dose: 45mg twice daily Arm 2: Placebo Comparator: Matching Placebo Matching placebo is administered orally twice daily for 24 weeks. Intervention/treatment Drug: Matching Placebo Administration: Oral Dose: one capsule twice daily,2019P003518D HEALEY ALS Platform Trial - Regimen D NCT04615923 TrialTroveID-388613,,,sigma non-opioid intracellular receptor 1,388613,pridopidine,Sigma 1 receptor agonist,"Metabolic and enzyme disorders; Antiparkinsonian; Antipsychotic; Cognition enhancer; Neurological; Neuroprotective; Psychostimulant; Ophthalmological, other",Ii/Iii
,,1,,"Patients with be treated with one of the multiple experimental treatments included in this trial. The following regimens are active in the trial: Regimen A - Zilucoplan Regimen B - Verdiperstat Regimen C - CNM-Au8 Regimen D - Priodopidine Regimen E - SLS-005 Trehalose Regimen F - ABBV-CLS-7262 Regimen G - DNL343 New regimens will be continuously added as new investigational products become available. The HEALEY ALS Platform Trial will enroll additional participants as each new regimen is available. Participants will have an equal chance to be randomized to all regimens that are active at the time of screening. Once randomized to a regimen, participants will be randomized in a 3:1 ratio to either study drug or placebo. Experimental: Regimen A - Zilucoplan Participants are randomized to receive either active zilucoplan or matching placebo. Drug: Zilucoplan Drug: Zilucoplan Administration: Subcutaneous injection Dose: Minimum of .0.22 mg/kg daily to a maximum dose of 0.42 mg/kg daily, dependent on weight Experimental: Regimen B - Verdiperstat Participants are randomized to receive either active verdiperstat or matching placebo. Drug: Verdiperstat Drug: Verdiperstat Administration: Oral Dose: 600mg twice daily Experimental: Regimen C - CNM-Au8 Participants are randomized to receive either active CNM-Au8 or matching placebo. Drug: CNM-Au8 Drug: CNM-Au8 Administration: Oral Dose: 30 mg or 60 mg daily Experimental: Regimen D - Pridopidine Participants are randomized to receive either active Pridopidine or matching placebo. Drug: Pridopidine Drug: Pridopidine Administration: Oral Dose: 45mg twice daily Experimental: Regimen E - SLS-005 Trehalose Participants are randomized to receive either active SLS-005 Trehalose or matching placebo. Drug: SLS-005 Trehalose Drug: SLS-005 Trehalose Administration: Infusion Dose: 0.75 g/kg weekly Experimental: Regimen F- ABBV-CLS-7262 Participants are randomized to receive either active ABBV-CLS-7262 or matching placebo. Drug: ABBV-CLS-7262 Drug: ABBV-CLS-7162 Administration: Oral Dose: Dose 1 or Dose 2 Experimental: Regimen G - DNL343 Participants are randomized to receive either active DNL343 or matching placebo. Drug: DNL343 Drug: DNL343 Administration: Oral Dose: Once per day",2019P003518 CCR-20-43 Healey ALS Platform Trial NCT04297683 TrialTroveID-358229,,,sigma non-opioid intracellular receptor 1 CD14 molecule myeloperoxidase transcription factor EB complement C5 Unspecified eukaryotic translation initiation factor 2B subunit alpha,358229,"pridopidine atibuclimab verdiperstat trehalose, BioBlast Pharma zilucoplan CNM-Au8 ABBV-CLS-7262",Sigma 1 receptor agonist CD14 antagonist Myeloperoxidase inhibitor Transcription factor EB stimulant Complement factor C5 inhibitor Unidentified pharmacological activity Translation initiation factor 2B stimulant,"Metabolic and enzyme disorders; Antiparkinsonian; Antipsychotic; Cognition enhancer; Neurological; Neuroprotective; Psychostimulant; Ophthalmological, other Hepatoprotective; Anti-infective, other; Monoclonal antibody, chimaeric; Septic shock treatment; Cardiovascular; Neuroprotective; Respiratory; Ophthalmological, other Antiparkinsonian; Neurological; Neuroprotective Metabolic and enzyme disorders; Musculoskeletal; Antiparkinsonian; Cognition enhancer; Neuroprotective Antiviral, other; Antianaemic; Haematological; Immunosuppressant; Musculoskeletal; Neurological Antiparkinsonian; Multiple sclerosis treatment; Neurological; Neuroprotective; Ophthalmological, other Antiparkinsonian; Neuroprotective",Ii/Iii
