Disease,reached_phase_3_plus,Trial Title,Therapeutic Area,Record URL,Protocol/Trial ID,Trial Status,MeSH Term,Trial.ID,Study Keywords,Trial Objective,Study Design,Trial Phase,Record Type,biomarker_diagnostic,biomarker_predictive,biomarker_prognostic,biomarker_predisposing,biomarker_total_uses,biomarker_count,has_neurofilament,has_nfl,has_tau,has_tdp-43,has_sod1,has_c9orf72,has_creatinine,has_albumin,has_inflammatory,Trial Outcomes,endpoint_efficacy,endpoint_safety,endpoint_functional,endpoint_biomarker,endpoint_survival,endpoint_pharmacokinetic,endpoint_total_categories,endpoint_primary_category,outcome_positive,outcome_negative,outcome_terminated,outcome_completed
CNS: Alzheimer's Disease; CNS: Dementia (non-Alzheimer's); CNS: Parkinson's Disease; CNS: Progressive Supranuclear Palsy (PSP),1,"A Phase 3b, Multicenter, Randomized, Double-blind, Placebo-controlled, Safety Study of Pimavanserin Therapy in Adult and Elderly Subjects Experiencing Neuropsychiatric Symptoms Related to Neurodegenerative Disease",Cns,https://clinicalintelligence.citeline.com/trials/details/327273?qId=da896876-a29f-4f89-8e03-cde11c10782a,ACP-103-046 EudraCT Number: 2017-003536-36 NCT03575052 PMC 3069-2 Study 046 TrialTroveID-327273,Completed,"Alzheimer Disease; Dementia; Frontotemporal Dementia; Lewy Body Disease; Neurodegenerative Diseases; Parkinson Disease; Supranuclear Palsy, Progressive; Vascular Dementia",327273,double blind/blinded; multiple arm; placebo control; randomized; safety,To Assess The Safety And Tolerability Of Pimavanserin Compared To Placebo In Adult And Elderly Subjects With Neuropsychiatric Symptoms Related To Neurodegenerative Disease.,"Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Phase 3B, Multicenter, Placebo-Controlled, Safety, Tolerability, Multiple Arm And Multicenter Study",Iii,Trialtrove,1,1,1,1,4,9.0,0,0,0,0,0,0,0,0,0,"Completed, Positive outcome/primary endpoint(s) met",3,20,2,0,0,0,25,SAFETY,1,0,0,1
CNS: Alzheimer's Disease; CNS: Dementia (non-Alzheimer's); CNS: Parkinson's Disease,1,"A Double-blind, Placebo-controlled, Relapse Prevention Study of Pimavanserin for the Treatment of Hallucinations and Delusions Associated With Dementia-related Psychosis.",Cns,https://clinicalintelligence.citeline.com/trials/details/301631?qId=da896876-a29f-4f89-8e03-cde11c10782a,ACP-103-045 EudraCT Number: 2017-002227-13 HARMONY NCT03325556 TrialTroveID-301631,Completed,Alzheimer Disease; Dementia; Frontotemporal Dementia; Lewy Body Disease; Mental Disorders; Parkinson Disease; Psychotic Disorders; Vascular Dementia,301631,dose response; double blind/blinded; efficacy; multiple arm; open label; pharmacokinetics; placebo control; randomized; safety,"To Evaluate The Ability Of Pimavanserin To Prevent Relapse Of Psychotic Symptoms In A Broad Population Of Patients With The Most Common Subtypes Of Dementia: Alzheimer’S Disease, Dementia With Lewy Bodies, Parkinson’S Disease Dementia, Vascular Dementia And Frontotemporal Dementia And Safety And Efficacy Of Pamavanserin To Evaluate The Efficacy Of Pimavanserin Compared To Placebo In Preventing Relapse Of Psychotic Symptoms In Subjects With Dementia-Related Psychosis Who Responded To 12 Weeks Of Open Label Pimavanserin Treatment. To Employ A Relapse Prevention Study Design With An Endpoint Of Time To Relapse Of Psychosis To Evaluate The Efficacy And Safety Of Pimavanserin For Dementia-Related Psychosis (Drp) In A Chronic Treatment Paradigm. To Evaluate The Efficacy And Safety Of Pimavanserin For Treatment Of Delusions And Hallucinations Associated With Drp In A Broad Spectrum Of Dementias Including Parkinson’S Disease Dementia (Pdd),Dementia With Lewy Bodies (Dlb), Alzheimer’S Disease (Ad), Frontotemporal Degeneration Spectrum Disorders (Ftd), And Vascular Dementia (Vad). Outcomes: Prespecified Blinded Assessments At Week 4 Were The Scale For The Assessment Of Positive Symptoms (Saps) Pd Version And Saps H + D Scales, Caregiver Burden Scale (Cbs), And Clinical Global Impression (Cgi) Improvement And Severity Scales. To Examine Baseline Characteristics From Patients With Drp Enrolled In The Harmony Study.","Study Type: Interventional Study Design: Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment This Is A Pivotal, Randomized Withdrawal, Open-Label, Multiple Arm, Pharmacokinetic, Double-Blind, Placebo-Controlled, Dose Response, Pharmacogenomic, Efficacy And Safety, Multi-National, Multicentre, Tolerability Study.",Iii,Trialtrove,1,1,1,1,4,12.0,0,0,0,0,0,0,0,0,0,"Completed, Early positive outcome",6,0,0,0,2,0,8,EFFICACY,1,0,0,1
CNS: Alzheimer's Disease; CNS: Dementia (non-Alzheimer's); CNS: Parkinson's Disease,1,A 52-Week Open-label Extension Study of Pimavanserin in Adult and Elderly Subjects With Neuropsychiatric Symptoms Related to Neurodegenerative Disease,Cns,https://clinicalintelligence.citeline.com/trials/details/330120?qId=da896876-a29f-4f89-8e03-cde11c10782a,ACP-103-047 EudraCT Number: 2017-004439-36 NCT03623321 TrialTroveID-330120,Completed,Alzheimer Disease; Dementia; Frontotemporal Dementia; Lewy Body Disease; Neurodegenerative Diseases; Parkinson Disease; Vascular Dementia,330120,efficacy; open label; safety; single arm,To Evaluate The Long-Term Safety And Tolerability Of Pimavanserin In Adult And Elderly Subjects With Neuropsychiatric Symptoms Related To Neurodegenerative Disease Exposed To Open-Label Pimavanserin For Up To 52 Weeks. To Assess The Safety And Tolerability Of Long-Term Pimavanserin Treatment In Adult And Elderly Subjects With Neuropsychiatric Symptoms Related To Neurodegenerative Disease,"Study Type: Interventional (Clinical Trial) Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Treatment A Single Arm, Efficacy, Long-Term Safety, Tolerability And Open-Label Extension Study",Iii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome unknown",1,14,1,0,0,0,16,SAFETY,0,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"A Phase II Randomized, Placebo-Controlled, Double Blinded, Multi-Centre Clinical Trial of Pimozide in Patients With Amyotrophic Lateral Sclerosis",Cns,https://clinicalintelligence.citeline.com/trials/details/308441?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT03272503 Pimozide2 Pimozide2_ALS-002 TrialTroveID-308441,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,308441,double blind/blinded; efficacy; multiple arm; placebo control; randomized; safety,To Study The Effect Of Pimozide In Slowing The Progression Of Amyotrophic Lateral Sclerosis.,"Study Type: Interventional Study Design: Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Multiple Arm, Multi Center, Efficacy, Safety Placebo Control Study",Ii,Trialtrove,1,1,1,1,4,2.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome unknown",7,7,5,0,0,0,19,EFFICACY,0,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"A Registry-Based Randomized-Controlled, Double-Blinded Clinical Trial of Pimozide in Patients With Neuromuscular Junction Transmission Dysfunction Due to Amyotrophic Lateral Sclerosis",Cns,https://clinicalintelligence.citeline.com/trials/details/259065?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT02463825 PIMOZIDE_ALS-001 REB14-0617 TrialTroveID-259065,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,259065,double blind/blinded; efficacy; multiple arm; patient registry; placebo control; randomized; safety,"To Look At Whether Pimozide May Help To Slow The Progression Of Als And How Much Medication Needs To Be Taken To Have An Effect. This Clinical Trial Has Two Components: An Acute Therapy Component Consisting Of A Phase Ii Placebo-Controlled, Double-Blinded, Randomized-Controlled Pilot Study Of Pimozide For The Treatment Of Als; And A Second Component Featuring A Longitudinal Follow-Up Study On Als Progression And Outcomes.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Safety/Efficacy Study Placebo-Controlled, Pilot Study Intervention Model: Parallel Assignment Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Proof-Of-Principle, Pilot, Placebo-Controlled, Multiple Arm, Controlled Trial",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,6,7,1,0,0,0,14,SAFETY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,"Efficacy, Safety and Tolerability Study of 45 mg Pioglitazone in Patients with Amyotrophic Lateral Sclerosis (ALS) receiving Standard Therapy (Riluzole)",Cns,https://clinicalintelligence.citeline.com/trials/details/91599?qId=da896876-a29f-4f89-8e03-cde11c10782a,EudraCT Number: 2006-005410-13 FARM7MFFEB GERP ALS NCT00690118 TrialTroveID-091599,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,91599,double blind/blinded; efficacy; multiple arm; placebo control; randomized,"To Assess Physical Examination, Test Scales And Laboratory Tests Carried Out To The Course Of The Disease And The Safety Of The Drug. To Test Whether Pioglitazone 45 Mg Daily Is Beneficial In Als Patients Under Riluzole. Outcome Measures: Clinical And Physical Examinations, Blood Sampling, And Drug Compliance Were Recorded At On-Site Visits (1, 2, 6, 12 And 18 Months After Baseline Visit). Body Weight, And Functional Status (Including Niv And Als-Frs-R) Were Also Recorded At 9 And 15 Months After Baseline Visit Through Telephone Contacts.","Study Type: Interventional Study Design: Allocation: Randomized Endpoint Classification: Efficacy Study Intervention Model: Parallel Assignment Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor) Primary Purpose: Treatment A Prospective, Multicentre, Placebo Control, Stratified Study.",Ii,Trialtrove,1,1,1,0,3,4.0,0,0,0,0,0,0,0,0,0,"Terminated, Lack of efficacy",6,12,5,1,5,0,29,SAFETY,0,1,1,0
CNS: Alzheimer's Disease; CNS: Dementia (non-Alzheimer's),0,Effect of Plasmalogen-containing Food on Cognitive Function in Patients with Dementia (Except Mild Alzheimer's Disease) -An Open Trial,Cns,https://clinicalintelligence.citeline.com/trials/details/313547?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-313547 UMIN000016008,Completed,Alzheimer Disease; Dementia; Frontotemporal Dementia; Lewy Body Disease; Vascular Dementia,313547,efficacy; open label; single arm,To Evaluate The Effects On The Improvement Of Cognitive Function By 3-Month Administration Of Plasmalogen-Containing Food,Study Type: Interventional Basic Design: Single Arm Randomization: Non-Randomized Randomization Unit Blinding: Open -No One Is Blinded Control: Active An Efficacy Study,Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,3,FUNCTIONAL,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,0,A study of plasminogen in patients with amyotrophic lateral sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/464630?qId=da896876-a29f-4f89-8e03-cde11c10782a,CA-18-08 ISRCTN13974483 TrialTroveID-464630,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,464630,efficacy; open label; safety; single arm,To Study Plasminogen As A Potential Treatment For Amyotrophic Lateral Sclerosis (Als),"An Interventional, Open-Label, One-Arm, Non-Randomized, Safety And Efficacy Study",I,Trialtrove,1,0,1,1,3,2.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome unknown",5,9,1,1,0,1,17,SAFETY,0,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,"A Randomised, Double blind, Placebo Controlled Trial to Evaluate the Safety and Efficacy of Apovir for Treatment of Patients with Amyotrophic Lateral Sclerosis.",Cns,https://clinicalintelligence.citeline.com/trials/details/217137?qId=da896876-a29f-4f89-8e03-cde11c10782a,APOCT-001 EudraCT Number: 2012-002099-15 TrialTroveID-217137,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,217137,double blind/blinded; efficacy; multiple arm; pharmacodynamics; placebo control; randomized; safety,To Investigate The Safety And Tolerability Of The Combination Therapy Of Apovir In Patients With Als,"A Randomised, Double Blind, Placebo Controlled Trial, Pharmacodynamic, Safety, Efficacy,Multiple Arm , Tolerability ,Parallel Assignment Study.",Ii,Trialtrove,1,1,1,1,4,3.0,0,0,0,0,0,0,0,0,0,"Terminated, Unknown",12,12,0,2,7,6,39,EFFICACY,0,0,1,0
CNS: Amyotrophic Lateral Sclerosis,0,A Phase I trial of PRCN-829 in Amyotrophic Lateral Sclerosis,Cns,https://clinicalintelligence.citeline.com/trials/details/211260?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-211260,Terminated,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,211260,,To Evaluate Prcn-829 In Amyotrophic Lateral Sclerosis.,,I,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Terminated, Business decision - Pipeline reprioritization",0,0,0,0,0,0,0,UNKNOWN,0,0,1,0
Autoimmune/Inflammation: Asthma; CNS: Amyotrophic Lateral Sclerosis; CNS: Attention Deficit Hyperactive Disorder,0,"'sPATIALS3' - National Multicenter Randomized Controlled Interventional Study, Comparing an Active Symbiotic and a Passive Symbiotic Aimed at Evaluating the Effect on the Intestinal Microbiota and on the State of Health and Well-being of Various Types of Chronically Frail Patients United by Alterations of Intestinal Function.",Autoimmune/Inflammation; Cns,https://clinicalintelligence.citeline.com/trials/details/482616?qId=da896876-a29f-4f89-8e03-cde11c10782a,NCT06005506 NM102_SPATIALS3 sPATIALS3 TrialTroveID-482616,Completed,Amyotrophic Lateral Sclerosis; Asthma; Attention Deficit Disorder with Hyperactivity; Motor Neuron Disease,482616,double blind/blinded; efficacy; multiple arm; randomized,"To Understand Whether A Supplementation Of The Diet With An Active Symbiotic, I.E. Characterized By A Mix Of Probiotics And A Specially Selected Fiber With Prebiotic Activity Combined With A Vegetable Extract With Beneficial Activities On Carbohydrate And Lipid Metabolism, Can Reduce The Relative Inflammatory Potential And Improve Absorption, Intestinal Motility And Bowel Habit Of Patients With Various Pathological Conditions, Such As Als, Adhd And Bronchial Asthma.","Study Type : Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Double (Participant, Investigator) Primary Purpose: Supportive Care National Multicenter, Multiple Arm, Randomized Controlled, Efficacy, Interventional Study",Ii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"Completed, Outcome unknown",5,2,1,0,3,0,11,EFFICACY,0,0,0,1
CNS: Amyotrophic Lateral Sclerosis,0,A Novel Immunosuppression Intervention for the Treatment of Amyotrophic Lateral Sclerosis (ALS),Cns,https://clinicalintelligence.citeline.com/trials/details/188964?qId=da896876-a29f-4f89-8e03-cde11c10782a,2013P000981 NCT01884571 NIP-ALS-2013 NIPALS2013 TrialTroveID-188964,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,188964,efficacy; open label; single arm,"To Evaluate The Effect Of Immunosuppression Treatment On The Rate Of Change On The Als Functional Rating Scale (Revised) (Alsfrs-R) Score In Up To 33 Subjects With Amyotrophic Lateral Sclerosis (Als). To Determine Whether Drugs That Suppress The Immune System Will Slow The Progression Of Amyotrophic Lateral Sclerosis (Als) In Participants With This Disease While Taking The Study Drug, Participants Will Be Asked To Complete Several Tests, Including Blood Draws And Lumbar Punctures, And A Questionnaire. These Procedures Will Be Performed Several Times Over The Course Of About Twelve Months.","Study Type: Interventional Study Design: Intervention Model: Single Group Assignment Masking: None (Open Label) Primary Purpose: Treatment A Multicenter, Efficacy Study.",Ii,Trialtrove,1,1,1,1,4,3.0,0,0,0,0,0,0,0,0,0,,13,0,2,1,2,0,18,EFFICACY,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,1,A Global Phase III study of Pridopidine in ALS,Cns,https://clinicalintelligence.citeline.com/trials/details/513721?qId=da896876-a29f-4f89-8e03-cde11c10782a,TrialTroveID-513721,Planned,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,513721,,To Evaluate Pridopidine For The Treatment Of Als,This Is A Global Phase 3 Study,Iii,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,1,A Second Intermediate-Size Expanded Access Protocol (EAP) for Pridopidine in People With Amyotrophic Lateral Sclerosis (Pridopidine EAP 2),Cns,https://clinicalintelligence.citeline.com/trials/details/487837?qId=da896876-a29f-4f89-8e03-cde11c10782a,EAP 2 NCT06069934 PL101-ALS501 TrialTroveID-487837,Open,Amyotrophic Lateral Sclerosis; Motor Neuron Disease; Sclerosis,487837,,"This Eap Will Provide Access To Pridopidine For Up To 200 Patients With Als Who Are Ineligible For Clinical Trials. Pridopidine Will Be Given At A Dose Of 45 Mg Twice Daily P.O. (Or Via Feeding Tube). Each Patient Will Be Followed For 2 Years With Regularly Scheduled Visits. The Screening And Baseline Visits Will Be Performed In Person; Subsequent Visits May Occur In Person Or Remotely. Recommended In-Person Visits Will Occur At Weeks 4, 12, 28, 52, 78, And End Of Treatment (Week 104 Or Early Termination). If The Patient Is Unable To Complete The Visits In Person, These Visits May Also Be Completed Remotely.",An Expanded Access Protocol Study.,Iv,Trialtrove,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0
CNS: Amyotrophic Lateral Sclerosis,1,HEALEY ALS Platform Trial - Regimen D Pridopidine,Cns,https://clinicalintelligence.citeline.com/trials/details/388613?qId=da896876-a29f-4f89-8e03-cde11c10782a,2019P003518D HEALEY ALS Platform Trial - Regimen D NCT04615923 TrialTroveID-388613,Completed,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,388613,double blind/blinded; efficacy; placebo control; randomized; safety,"To Evaluate The Safety And Efficacy Of A Single Study Drug, Pridopidine, In Participants With Als.","Study Type : Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment This Is An Efficacy; Placebo Control, Safety Study.",Ii/Iii,Trialtrove,1,1,1,1,4,2.0,0,0,0,0,0,0,0,0,0,"Completed, Negative outcome/primary endpoint(s) not met",13,0,7,0,13,0,33,EFFICACY,1,1,0,1
CNS: Amyotrophic Lateral Sclerosis,1,HEALEY ALS Platform Study,Cns,https://clinicalintelligence.citeline.com/trials/details/358229?qId=da896876-a29f-4f89-8e03-cde11c10782a,2019P003518 CCR-20-43 Healey ALS Platform Trial NCT04297683 TrialTroveID-358229,Open,Amyotrophic Lateral Sclerosis; Motor Neuron Disease,358229,adaptive; double blind/blinded; efficacy; multiple arm; pharmacodynamics; pharmacokinetics; placebo control; randomized; safety,"The Healey Als Platform Trial Is A Perpetual Multi-Center, Multi-Regimen Clinical Trial Evaluating The Safety And Efficacy Of Investigational Products For The Treatment Of Als.","Study Type: Interventional (Clinical Trial) Allocation: Randomized Intervention Model: Parallel Assignment Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor) Primary Purpose: Treatment This Is A Phase Ii/Iii, Pivotal, Adaptive, Perpetual, Multi-Center, Multi-Regimen, Pharmacodynamic, Pharmacokinetic, Placebo Control, Registrational, Safety And Efficacy Study.",Ii/Iii,Trialtrove,1,0,1,0,2,2.0,0,0,0,0,0,0,0,0,0,,8,0,2,0,3,0,13,EFFICACY,0,0,0,0
